全国地方公共団体コード,都道府県,市区町村,収録状況,障害者_要介護度の下限,障害者_認知症度の下限,障害者_寝たきり度の下限,特別障害者_要介護度の下限,特別障害者_認知症度の下限,特別障害者_寝たきり度の下限,根拠（例規名など）,公布日,最終改正日,出典URL,データ読み取り日
434329,熊本県,西原村,読めた,,Ⅲa,B1,,Ⅳ,,西原村障害者控除対象者認定事務取扱要綱,2011-12-08,2011-12-08,https://www.vill.nishihara.kumamoto.jp/reiki/reiki_honbun/q453RG00000560.html,2026-08-27
434337,熊本県,南阿蘇村,読めた,,Ⅲa,B1,,Ⅳ,,南阿蘇村介護保険制度における障害者控除対象者認定事務取扱要綱,2012-12-22,2024-12-24,https://www.vill.minamiaso.lg.jp/reiki_int/reiki_honbun/r091RG00000697.html,2026-08-27
434418,熊本県,御船町,読めた,要介護1,,,要介護4,,,御船町介護保険制度における障害者控除対象者認定要綱,2015-12-17,2022-03-29,https://www1.g-reiki.net/mifune/reiki_honbun/q454RG00000619.html,2026-08-27
434426,熊本県,嘉島町,読めた,要介護1,,,要介護4,,,嘉島町介護保険障害者控除対象者認定要綱,2007-12-28,2026-02-01,https://www.town.kumamoto-kashima.lg.jp/reiki/reiki_honbun/q455RG00000392.html,2026-08-27
434442,熊本県,甲佐町,読めた(本文の文章から),,,,要介護1,,,甲佐町要介護認定者に対する障がい者控除対象者に準ずる認定に関する要綱,2007-01-23,2016-01-13,https://www.town.kosa.lg.jp/reiki_int/reiki_honbun/q457RG00000319.html,2026-08-27
434477,熊本県,山都町,読めた,要介護1,,,要介護4,,,山都町介護保険障害者控除対象者認定要綱,2019-02-04,2019-02-04,https://www.town.kumamoto-yamato.lg.jp/reiki/reiki_honbun/r202RG00000848.html,2026-08-27
434825,熊本県,芦北町,要確認(順序が逆転),要介護1,Ⅲa,B1,要介護4,,A1,芦北町障害者控除対象者認定事務取扱要綱,2011-03-31,2016-03-31,https://www.town.ashikita.lg.jp/assets/reiki/reiki_honbun/r172RG00000780.html,2026-08-27
434841,熊本県,津奈木町,読めた,,Ⅱb,B1,,Ⅳ,,津奈木町障害者控除対象者認定事務取扱要綱,2011-02-22,2016-03-28,https://www.town.tsunagi.lg.jp/reiki_int/reiki_honbun/q469RG00000516.html,2026-08-27
435015,熊本県,錦町,基準表が本文に無い,,,,,,,錦町障がい者控除対象者認定要綱,2010-03-30,2016-01-29,https://www.town.kumamoto-nishiki.lg.jp/reiki_menu/reiki_honbun/q470RG00000558.html,2026-08-27
435058,熊本県,多良木町,読めた,要介護3,Ⅱa,A1,要介護3,Ⅳ,,多良木町障害者控除対象者認定実施要綱,2007-12-28,2007-12-28,https://en3-jg.d1-law.com/taragi/d1w_reiki/H419902500024/H419902500024_j.html,2026-08-27
435066,熊本県,湯前町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,C1,湯前町要介護認定者等に係る障害者控除対象者認定書交付要綱,2009-01-08,2019-01-17,https://www1.g-reiki.net/town.yunomae/reiki_honbun/q475RG00000406.html,2026-08-27
435074,熊本県,水上村,読めた,,Ⅱb,B1,,Ⅳ,,水上村障害者控除対象者認定要綱,2017-03-31,2017-03-31,https://en3-jg.d1-law.com/mizukami/d1w_reiki/H429902500031/H429902500031_j.html,2026-08-27
435104,熊本県,相良村,読めた,,Ⅱb,B1,,Ⅳ,,相良村障害者控除対象者認定要綱,2012-12-28,2022-06-30,https://www.vill.sagara.lg.jp/reiki/reiki_honbun/q479RG00000563.html,2026-08-27
435121,熊本県,山江村,読めた,,Ⅱb,B1,,M,,山江村障がい者控除対象者認定要綱,2012-11-01,2023-12-28,https://www.vill.yamae.lg.jp/section/reiki_int/reiki_honbun/q481RG00000557.html,2026-08-27
435147,熊本県,あさぎり町,読めた(本文の文章から),,,,要介護2,,,あさぎり町障害者控除対象者認定書交付に関する要項,2007-03-05,2021-09-10,https://www.town.asagiri.lg.jp/reiki/reiki_honbun/r002RG00000583.html,2026-08-27
442038,大分県,中津市,読めた,,Ⅰ,A1,,Ⅰ,B1,中津市障害者控除対象者認定実施要綱,2007-12-21,2022-02-09,https://www.city-nakatsu.jp/d1w_reiki/H419902500247/H419902500247_j.html,2026-08-27
442054,大分県,佐伯市,読めた(本文の文章から),,Ⅱa,A1,,Ⅲa,A1,佐伯市障害者控除対象者認定事務取扱要綱,2007-03-30,2021-02-26,https://www.city.saiki.oita.jp/reiki/reiki_honbun/r159RG00001104.html,2026-08-27
442062,大分県,臼杵市,読めた,,Ⅰ,A1,,Ⅰ,C1,臼杵市障害者控除対象者認定に関する実施要綱,2006-11-30,2022-03-23,https://www1.g-reiki.net/city.usuki/reiki_honbun/r083RG00000872.html,2026-08-27
442089,大分県,竹田市,読めた,,Ⅲa,A1,,,C1,竹田市障害者控除対象者認定事務取扱要綱,2008-10-08,2016-04-01,https://www.city.taketa.oita.jp/section/reiki/reiki_honbun/r335RG00000934.html,2026-08-27
443417,大分県,日出町,表が読めない,,,,,,,日出町介護保険要介護者等に対する障害者控除対象者の認定に関する要綱,2007-03-06,2021-05-11,https://www.town.hiji.lg.jp/section/d1w_reiki/H419902500009/H419902500009_j.html,2026-08-27
452025,宮崎県,都城市,読めた(本文の文章から),,Ⅱa,A1,,Ⅲa,B1,都城市障害者控除対象者認定に関する規則,2008-11-11,2019-03-04,https://www1.g-reiki.net/mkj/reiki/reiki_int/reiki_honbun/r322RG00001188.html,2026-08-27
452050,宮崎県,小林市,表が読めない,,,,,,,小林市障害者控除対象者認定に関する取扱要綱,2006-03-20,2016-03-25,http://toweb.city.kobayashi.lg.jp/reiki/reiki_honbun/r346RG00000235.html,2026-08-27
452068,宮崎県,日向市,基準表が本文に無い,,,,,,,日向市障害者控除対象者認定に関する要綱,2003-02-01,2025-07-28,https://www.hyugacity.jp/reiki_new/reiki_honbun/q607RG00000838.html,2026-08-27
452084,宮崎県,西都市,読めた(本文の文章から),,Ⅱa,B1,,Ⅲa,C1,西都市障害者控除対象者認定に関する要綱,2008-03-25,2026-03-24,https://www1.g-reiki.net/saito/reiki_honbun/q609RG00000807.html,2026-08-27
453412,宮崎県,三股町,読めた,,,,,,B1,三股町障害者控除対象者認定要綱,2009-12-01,2018-03-29,https://public1.legalcrud.com/mimata_town/reiki/act/110000751.html,2026-08-27
454028,宮崎県,新富町,読めた,,Ⅲb,,,M,,新富町障害者控除対象者認定に関する要綱,2008-02-01,2025-02-26,https://www1.g-reiki.net/shintomi/reiki_honbun/q628RG00000537.html,2026-08-27
454052,宮崎県,川南町,読めた,,Ⅲb,,,M,,川南町障害者控除対象者認定要綱,2010-01-22,2016-03-31,https://en3-jg.d1-law.com/kawaminami/d1w_reiki/H422902500003/H422902500003_j.html,2026-08-27
454061,宮崎県,都農町,読めた,,Ⅲb,,,M,,都農町障害者控除対象者認定に関する要綱,2010-03-24,2023-03-31,https://www.town.tsuno.lg.jp/reiki/reiki_honbun/q632RG00000449.html,2026-08-27
454214,宮崎県,門川町,基準表が本文に無い,,,,,,,門川町障害者控除対象者認定に関する要綱,2005-01-19,2016-12-28,https://www.town.kadogawa.lg.jp/reiki_int/reiki_honbun/q633RG00000476.html,2026-08-27
454427,宮崎県,日之影町,読めた,,,,要介護4,Ⅲa,B1,日之影町障害者控除対象者認定要綱,2010-03-01,2010-03-01,https://en3-jg.d1-law.com/hinokage/d1w_reiki/H422902500013/H422902500013_j.html,2026-08-27
462063,鹿児島県,阿久根市,読めた,,Ⅱa,A1,,Ⅳ,,阿久根市障害者控除対象者認定要綱,2005-12-28,2021-03-03,https://www.city.akune.lg.jp/section/reiki/reiki_honbun/q707RG00000305.html,2026-08-27
462080,鹿児島県,出水市,読めた,,Ⅱa,A1,,Ⅲa,B1,出水市障害者控除対象者認定に関する要綱,2007-08-03,2024-12-04,https://www.city.kagoshima-izumi.lg.jp/reiki_int/reiki_honbun/r334RG00000858.html,2026-08-27
462101,鹿児島県,指宿市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,指宿市障害者控除対象者認定事務取扱要綱,2006-09-01,2021-03-30,https://www.city.ibusuki.lg.jp/reiki_int/reiki_honbun/q711RG00000668.html,2026-08-27
462136,鹿児島県,西之表市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,西之表市障害者控除対象者認定要領,2003-02-07,2003-02-07,https://www1.g-reiki.net/city.nishinoomote/reiki_honbun/q714RG00000591.html,2026-08-27
462144,鹿児島県,垂水市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,垂水市障害者控除対象者認定要綱,2006-10-23,2022-03-31,https://www1.g-reiki.net/city.tarumizu/reiki_honbun/q715RG00000475.html,2026-08-27
462152,鹿児島県,薩摩川内市,表が読めない,,,,,,,薩摩川内市障害者控除対象者認定に関する要綱,2020-07-15,2022-02-04,https://www1.g-reiki.net/city.satsumasendai/reiki_honbun/r054RG00001739.html,2026-08-27
462187,鹿児島県,霧島市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,霧島市障害者控除対象者認定要綱,2005-11-07,2025-01-09,https://www1.g-reiki.net/city-kirishima/reiki_honbun/r301RG00000604.html,2026-08-27
462195,鹿児島県,いちき串木野市,読めた(本文の文章から),,,A1,,,B1,いちき串木野市障害者控除対象者認定要綱,2005-10-11,2022-03-29,http://www.city.ichikikushikino.lg.jp/reiki/H417902500049/H417902500049_j.html,2026-08-27
462209,鹿児島県,南さつま市,読めた,,Ⅱa,A1,,Ⅳ,B1,障害者控除対象者の認定に関する事務取扱要綱,2006-11-24,2021-05-31,http://www.city.minamisatsuma.lg.jp/reiki_int/reiki_honbun/r356RG00000752.html,2026-08-27
462217,鹿児島県,志布志市,読めた,,,A1,,,B1,志布志市障害者控除対象者認定要綱,2006-12-28,2022-03-25,https://www1.g-reiki.net/city.shibushi/reiki_honbun/r393RG00000315.html,2026-08-27
462225,鹿児島県,奄美市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,奄美市障害者控除対象者認定要綱,2006-12-29,2023-11-01,https://www1.g-reiki.net/city.amami/reiki_honbun/r411RG00000404.html,2026-08-27
462233,鹿児島県,南九州市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,南九州市老齢者の所得税，地方税上の障害者控除対象者認定要綱,2007-12-01,2021-04-01,https://www1.g-reiki.net/city.minamikyushu/reiki_honbun/r378RG00000326.html,2026-08-27
462241,鹿児島県,伊佐市,表が読めない,,,,,,,伊佐市障害者控除対象者認定に関する取扱要綱,2008-11-01,2021-09-29,https://www1.g-reiki.net/isa/reiki_honbun/r381RG00000431.html,2026-08-27
463922,鹿児島県,さつま町,読めた,,,A1,,,B1,さつま町障害者控除対象者認定要綱,2005-03-22,2021-10-01,https://www1.g-reiki.net/satsuma/reiki_honbun/r213RG00000334.html,2026-08-27
464520,鹿児島県,湧水町,表が読めない,,,,,,,湧水町障害者控除対象者認定に関する取扱要綱,2008-03-31,2022-02-01,https://www.town.yusui.kagoshima.jp/reiki/reiki_int/reiki_honbun/r220RG00000615.html,2026-08-27
464902,鹿児島県,錦江町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,錦江町障害者控除対象者認定要綱,2015-12-01,2015-12-01,http://www.town.kinko.lg.jp/d1w_reiki/H427902500054/H427902500054_j.html,2026-08-27
464911,鹿児島県,南大隅町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,南大隅町障害者控除対象者認定要綱,2007-02-01,2016-03-29,https://en3-jg.d1-law.com/minamiosumi/d1w_reiki/H419902500003/H419902500003_j.html,2026-08-27
465011,鹿児島県,中種子町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,中種子町障害者控除対象者認定要領,2002-12-01,2022-03-24,http://town.nakatane.kagoshima.jp/naka-reiki/reiki_honbun/q781RG00000454.html,2026-08-27
465020,鹿児島県,南種子町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,南種子町障害者控除対象者認定要領,2002-12-25,2009-03-31,https://en3-jg.d1-law.com/minamitane/d1w_reiki/H414902500114/H414902500114_j.html,2026-08-27
465054,鹿児島県,屋久島町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,屋久島町障害者控除対象者認定要領,2016-12-12,2016-12-12,https://www1.g-reiki.net/town.yakushima.kagoshima/reiki_honbun/r413RG00000490.html,2026-08-27
465259,鹿児島県,瀬戸内町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,瀬戸内町障害者控除対象者認定要綱,2012-10-01,2012-10-01,https://www.town.setouchi.lg.jp/reiki/reiki_honbun/q787RG00000605.html,2026-08-27
465356,鹿児島県,与論町,読めた(本文の文章から),要介護1,Ⅱa,A1,要介護4,Ⅳ,A1,与論町障害者控除対象者認定に関する要綱,2007-01-04,2007-01-04,https://www.yoron.jp/reiki/H419902200001/H419902200001_j.html,2026-08-27
472085,沖縄県,浦添市,基準表が本文に無い,,,,,,,浦添市障害者控除対象者認定等実施規程,2006-12-15,2021-05-31,https://www1.g-reiki.net/urasoe/reiki_honbun/q908RG00000563.html,2026-08-27
472131,沖縄県,うるま市,読めた(本文の文章から),,Ⅱa,A1,,Ⅲa,B1,うるま市障害者控除対象者認定実施要綱,2005-04-01,2023-12-08,https://www1.g-reiki.net/uruma/reiki_honbun/r170RG00000584.html,2026-08-27
473014,沖縄県,国頭村,読めた(別表から),要介護1,Ⅱa,,要介護3,Ⅲa,C1,国頭村高齢者における障害者控除対象者認定実施要綱,2014-03-24,2014-03-24,http://lg.joureikun.jp/kunigami_vill/reiki/act/110000916.html,2026-08-27
473022,沖縄県,大宜味村,読めた,要介護1,Ⅱa,A1,要介護3,Ⅲa,,大宜味村老齢者における障害者控除対象者認定実施要綱,2009-12-01,2016-03-28,https://www.vill.ogimi.okinawa.jp/section/reiki_int/reiki_honbun/q913RG00000427.html,2026-08-27
473065,沖縄県,今帰仁村,読めた,,Ⅱa,A1,,Ⅳ,,今帰仁村障害者控除対象者認定実施要綱,2008-02-25,2022-01-20,https://www1.g-reiki.net/nakijin/reiki_honbun/q915RG00000568.html,2026-08-27
473081,沖縄県,本部町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,本部町障害者控除対象者認定要綱,2012-02-27,2016-03-14,http://www.reiki.town.motobu.okinawa.jp/reiki_honbun/q916RG00000509.html,2026-08-27
473111,沖縄県,恩納村,基準表が本文に無い,,,,,,,恩納村障害者控除対象者認定実施要領,2009-12-14,2009-12-14,https://www.vill.onna.okinawa.jp/reiki_int/reiki_honbun/q917RG00000562.html,2026-08-27
473138,沖縄県,宜野座村,読めた,,Ⅱa,A1,,M,,宜野座村障害者控除対象者認定実施要綱,2024-12-23,2024-12-23,https://www1.g-reiki.net/vill.ginoza/reiki_honbun/q918RG00000974.html,2026-08-27
473154,沖縄県,伊江村,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,伊江村障害者控除対象者認定事務取扱要領,2010-03-30,2015-03-31,https://www.iejima.org/reikishu/H422902200006/H422902200006_j.html,2026-08-27
473243,沖縄県,読谷村,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,読谷村障害者控除対象者認定事務取扱要領,2007-10-30,2007-10-30,https://en3-jg.d1-law.com/yomitan/d1w_reiki/H419909250002/H419909250002_j.html,2026-08-27
473260,沖縄県,北谷町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,北谷町障害者控除対象者認定事務取扱要領,2004-01-30,2016-03-04,https://www.chatan.jp/reiki/reiki_honbun/q925RG00000623.html,2026-08-27
473286,沖縄県,中城村,読めた,,Ⅱa,A1,,Ⅳ,,中城村障害者控除対象者認定実施要綱,2021-03-15,2021-03-15,https://www1.g-reiki.net/vill.nakagusuku/reiki_honbun/q927RG00000714.html,2026-08-27
473294,沖縄県,西原町,読めた,,Ⅰ,J1,,Ⅳ,B1,西原町障害者控除対象者認定実施要綱,2004-02-27,2025-05-02,https://www1.g-reiki.net/nishihara/reiki_honbun/q928RG00000569.html,2026-08-27
473481,沖縄県,与那原町,読めた,,Ⅱa,A1,,Ⅲa,,与那原町障害者控除対象者認定事務取扱規程,2022-01-04,2022-01-04,https://www1.g-reiki.net/yonabaru/reiki_honbun/q935RG00001026.html,2026-08-27
