募集回,募集区分,区市町,住宅名,募集戸数,建築年度,エレベーター,入居人数
令和6年5月,世帯向（一般募集住宅）,町田市,成瀬第２,3,昭和57,無,２人以上
令和6年5月,世帯向（一般募集住宅）,町田市,森野六丁目,1,平成5,無,２人以上
令和6年5月,世帯向（一般募集住宅）,町田市,町田金森第２,1,昭和52,無,１人以上
令和6年5月,世帯向（一般募集住宅）,町田市,金森第３,1,昭和54,無,１人以上
令和6年5月,世帯向（一般募集住宅）,町田市,金森第５,1,昭和59,有,１人以上
令和6年5月,若年夫婦・子育て世帯向（定期使用住宅）,練馬区,練馬関町北一丁目,1,昭和59,無,２人以上
令和6年5月,世帯向（一般募集住宅）,調布市,染地一丁目,1,昭和54,無,２人以上
令和6年5月,世帯向（一般募集住宅）,足立区,伊興町,2,昭和44,無,２人以上
令和6年5月,世帯向（一般募集住宅）,足立区,千住元町,1,昭和44,有,２人以上
令和6年5月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,扇一丁目第４,2,平成28,有,３人以上
令和6年5月,世帯向（一般募集住宅）,足立区,足立平野三丁目,1,昭和46,有,２人以上
令和6年8月,単身者用車いす使用者向,三鷹市,中原四丁目第１,1,昭和48,有,１人
令和6年8月,シルバーピア,八王子市,中野山王三丁目,1,平成13,有,２人
令和6年8月,居室内で病死等があった住宅,八王子市,中野山王三丁目,1,平成14,有,１人
令和6年8月,居室内で病死等があった住宅,武蔵村山市,村山,1,平成12,有,１人
令和6年11月,世帯向（一般募集住宅）,三鷹市,三鷹井口,3,昭和60,無,２人以上
令和6年11月,世帯向（一般募集住宅）,三鷹市,上連雀九丁目,2,昭和51,無,２人以上
令和6年11月,世帯向（一般募集住宅）,三鷹市,下連雀一丁目,1,平成3,無,３人以上
令和6年11月,世帯向（一般募集住宅）,世田谷区,上用賀六丁目第２,1,昭和58,無,３人以上
令和6年11月,世帯向（一般募集住宅）,世田谷区,弦巻五丁目第２,1,昭和57,無,３人以上
令和6年11月,世帯向（一般募集住宅）,世田谷区,赤堤三丁目,1,昭和56,無,３人以上
令和6年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン別所一丁目第２,3,平成7,有,２人以上
令和6年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン別所一丁目第３,3,平成8,有,２人以上
令和6年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン松が谷,3,昭和51,有,２人以上
令和6年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン松が谷,3,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,国分寺市,国分寺内藤一丁目第２,1,平成3,無,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,国分寺市,国分寺西町一丁目,1,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,国分寺市,富士本三丁目,3,昭和51,無,２人以上
令和6年11月,世帯向（一般募集住宅）,国分寺市,富士本三丁目第２,1,昭和53,無,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,国分寺市,西元町四丁目,1,平成6,無,２人以上
令和6年11月,世帯向（一般募集住宅）,国立市,国立北三丁目,1,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,国立市,国立東四丁目,2,昭和57,無,３人以上
令和6年11月,世帯向（一般募集住宅）,多摩市,多摩ニュータウン豊ケ丘,4,昭和48,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,上水本町,1,昭和60,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,中島町,1,平成3,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,大沼町二丁目,1,平成11,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,学園東町,2,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,学園西町一丁目第２,1,平成5,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,学園西町二丁目,3,昭和54,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,小川東町,2,昭和62,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,小川町二丁目,2,平成4,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,小川西町一丁目,1,平成3,有,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,小川西町四丁目,1,平成8,有,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,小平仲町,2,昭和62,無,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,小平天神町二丁目,2,平成6,有,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,津田町一丁目,2,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,小平市,津田町三丁目,1,昭和60,無,２人以上
令和6年11月,世帯向（一般募集住宅）,府中市,府中北山町三丁目,1,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,府中市,府中新町一丁目第２,2,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,府中市,府中新町一丁目第２,1,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,府中市,府中栄町二丁目,2,平成6,無,３人以上
令和6年11月,世帯向（一般募集住宅）,府中市,府中美好町一丁目,1,昭和57,無,２人以上
令和6年11月,世帯向（一般募集住宅）,府中市,府中美好町二丁目,1,昭和49,無,２人以上
令和6年11月,世帯向（一般募集住宅）,日野市,日野栄町二丁目,2,平成2,無,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,日野市,日野神明三丁目,1,平成6,無,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,昭島市,美堀町二丁目,1,平成10,無,２人以上
令和6年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,1,平成4,有,２人以上
令和6年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,2,平成4,無,２人以上
令和6年11月,世帯向（一般募集住宅）,東村山市,恩多町三丁目,1,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,東村山市,東村山富士見町二丁目,3,平成5,有,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,東村山富士見町五丁目,2,昭和58,有,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,東村山萩山町一丁目,2,昭和60,無,２人以上
令和6年11月,世帯向（一般募集住宅）,東村山市,美住町一丁目第２,3,昭和61,無,２人以上
令和6年11月,世帯向（一般募集住宅）,東村山市,美住町一丁目第２,2,平成11,有,２人以上
令和6年11月,世帯向（一般募集住宅）,板橋区,前野町五丁目,3,昭和48,無,２人以上
令和6年11月,世帯向（一般募集住宅）,板橋区,前野町四丁目,2,昭和44,無,２人以上
令和6年11月,世帯向（一般募集住宅）,板橋区,坂下一丁目第２,2,昭和47,有,２人以上
令和6年11月,世帯向（一般募集住宅）,板橋区,坂下一丁目第３,2,昭和48,無,２人以上
令和6年11月,居室内で病死等があった住宅,板橋区,坂下一丁目第４,1,昭和48,有,１人以上
令和6年11月,居室内で病死等があった住宅,板橋区,坂下三丁目第２,1,昭和49,有,１人以上
令和6年11月,世帯向（一般募集住宅）,板橋区,相生町,2,昭和48,無,２人以上
令和6年11月,世帯向（一般募集住宅）,板橋区,赤塚六丁目,2,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,江戸川区,下篠崎町,1,平成27,有,３人以上
令和6年11月,居室内で病死等があった住宅,江東区,東砂八丁目第２,1,昭和44,有,１～２人
令和6年11月,世帯向（一般募集住宅）,清瀬市,松山一丁目,1,昭和57,有,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,清瀬市,松山一丁目,3,昭和57,無,２人以上
令和6年11月,世帯向（一般募集住宅）,清瀬市,松山三丁目,1,昭和53,有,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,清瀬市,松山三丁目,1,昭和53,無,２人以上
令和6年11月,世帯向（一般募集住宅）,清瀬市,松山二丁目,1,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘一丁目,1,平成8,無,２人以上
令和6年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘三丁目第２,2,平成7,有,２人以上
令和6年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘二丁目,1,平成6,無,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,本町田,3,昭和62,無,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,森野五丁目,1,平成4,有,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,森野六丁目,2,平成5,有,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,森野六丁目,1,平成5,有,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,玉川学園三丁目,2,平成5,無,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,町田金森一丁目,1,平成3,有,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,町田金森一丁目,1,平成3,無,２人以上
令和6年11月,世帯向（一般募集住宅）,町田市,金森第３,2,昭和54,有,２人以上
令和6年11月,世帯向（一般募集住宅）,立川市,柏町一丁目,2,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,立川市,立川富士見町五丁目第２,1,平成2,有,３人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,立川市,立川柴崎町一丁目,1,昭和59,無,２人以上
令和6年11月,世帯向（一般募集住宅）,練馬区,上石神井一丁目,1,昭和57,無,３人以上
令和6年11月,世帯向（一般募集住宅）,練馬区,石神井台七丁目第２,1,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,練馬区,練馬二丁目第２,2,昭和62,無,３人以上
令和6年11月,世帯向（一般募集住宅）,練馬区,練馬四丁目,1,平成5,無,３人以上
令和6年11月,世帯向（一般募集住宅）,練馬区,練馬関町一丁目,1,昭和51,無,２人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,練馬区,練馬関町北三丁目第３,1,昭和60,無,２人以上
令和6年11月,世帯向（一般募集住宅）,練馬区,練馬関町南四丁目第２,1,平成12,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第３,2,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第７,3,昭和59,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第８,1,昭和63,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第４,1,平成6,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第４,1,平成6,有,３人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第５,1,平成9,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,堀切八丁目,2,昭和52,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,堀切八丁目第２,1,昭和57,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,東堀切二丁目,2,昭和59,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,東金町五丁目,1,昭和53,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,柴又一丁目,1,昭和51,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,柴又一丁目第３,1,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,柴又四丁目,1,昭和48,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,柴又四丁目第２,2,昭和63,有,３人以上
令和6年11月,若年夫婦・子育て世帯向（定期使用住宅）,葛飾区,柴又四丁目第２,1,昭和63,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,柴又四丁目第３,1,昭和63,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,白鳥三丁目第２,1,昭和57,無,３人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有一丁目,1,平成24,有,３人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有三丁目,1,昭和57,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有三丁目第２,1,昭和58,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１０,1,昭和59,有,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１１,2,昭和59,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１２,1,昭和60,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１３,1,昭和60,有,３人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１６,1,昭和61,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１７,1,昭和61,無,３人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１８,2,昭和61,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１９,1,昭和61,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第２,2,昭和56,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第２０,1,昭和62,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第４,2,昭和56,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第５,1,昭和56,無,２人以上
令和6年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第７,2,昭和58,有,３人以上
令和6年11月,世帯向（一般募集住宅）,調布市,上石原一丁目第２,1,昭和59,無,３人以上
令和6年11月,世帯向（一般募集住宅）,調布市,調布富士見町四丁目,1,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,調布市,調布深大寺町,1,昭和55,無,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,中川二丁目,2,昭和51,無,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,五反野北町,2,昭和62,有,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,五反野北町,2,昭和62,有,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,伊興町本町,1,昭和57,有,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,六月一丁目第４,2,平成3,有,３人以上
令和6年11月,世帯向（一般募集住宅）,足立区,大谷田一丁目第４,1,平成3,無,３人以上
令和6年11月,居室内で病死等があった住宅,足立区,島根二丁目第２,1,平成7,有,１人以上
令和6年11月,居室内で病死等があった住宅,足立区,弘道一丁目,1,昭和61,有,１人以上
令和6年11月,世帯向（一般募集住宅）,足立区,竹の塚七丁目第２,2,昭和50,有,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,舎人町,1,昭和48,有,４人以上
令和6年11月,世帯向（一般募集住宅）,足立区,花畑八丁目,2,平成4,有,２人以上
令和6年11月,居室内で病死等があった住宅,足立区,西新井六丁目,1,昭和48,有,１人以上
令和6年11月,世帯向（一般募集住宅）,足立区,青井二丁目,1,昭和56,有,２人以上
令和6年11月,世帯向（一般募集住宅）,足立区,青井六丁目,2,昭和58,有,２人以上
令和6年11月,居室内で病死等があった住宅,足立区,鹿浜五丁目,1,昭和46,有,１人以上
令和7年2月,居室内で病死等があった住宅,八王子市,八王子石川町第２,1,平成13,有,１人
令和7年2月,居室内で病死等があった住宅,多摩市,多摩ニュータウン愛宕,1,昭和45,無,１人
令和7年2月,居室内で病死等があった住宅,小平市,花小金井四丁目,1,平成11,有,２人以上
令和7年2月,居室内で病死等があった住宅,東大和市,東大和清水二丁目,1,昭和63,無,２人以上
令和7年2月,居室内で病死等があった住宅,瑞穂町,瑞穂,1,平成10,有,２人以上
令和7年2月,居室内で病死等があった住宅,足立区,北鹿浜第２,1,昭和44,無,１人
令和7年2月,居室内で病死等があった住宅,足立区,宮城第３,1,昭和44,有,１人
令和7年5月,世帯向（一般募集住宅）,三鷹市,三鷹井口,4,昭和60,無,２人以上
令和7年5月,世帯向（一般募集住宅）,三鷹市,上連雀九丁目第２,3,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,三鷹市,下連雀七丁目,1,昭和45,有,単身
令和7年5月,世帯向（一般募集住宅）,三鷹市,井口二丁目第１,2,昭和62,無,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン下柚木第２,3,平成3,無,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン別所一丁目第２,2,平成7,有,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン別所一丁目第３,1,平成8,有,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン松が谷,3,昭和48,無,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン松が谷,2,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン松が谷,2,昭和51,有,２人以上
令和7年5月,世帯向（一般募集住宅）,八王子市,長房西,2,昭和51,無,２人以上
令和7年5月,世帯向（一般募集住宅）,国分寺市,国分寺内藤一丁目第３,1,平成4,無,２人以上
令和7年5月,世帯向（一般募集住宅）,国分寺市,富士本三丁目,1,昭和51,無,２人以上
令和7年5月,世帯向（一般募集住宅）,国分寺市,富士本三丁目第２,1,昭和53,無,２人以上
令和7年5月,世帯向（一般募集住宅）,大田区,西糀谷二丁目第２,2,昭和48,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,上水南町一丁目,3,平成2,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,大沼町一丁目,2,平成6,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,大沼町一丁目,2,平成3,有,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,大沼町一丁目第３,2,平成10,有,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,学園東町第３,2,平成7,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小川町一丁目,2,昭和63,有,２人以上
令和7年5月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,小川町二丁目,2,平成4,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小川西町二丁目,2,平成2,有,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小川西町四丁目,1,平成8,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小平仲町,1,昭和62,無,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小平天神町二丁目,5,平成6,有,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小平天神町二丁目第２,3,平成7,有,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,小平天神町二丁目第２,3,平成7,有,２人以上
令和7年5月,世帯向（一般募集住宅）,小平市,津田町三丁目,2,昭和57,無,５人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中北山町三丁目,4,昭和63,無,２人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中北山町二丁目,2,昭和63,無,２人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中北山町四丁目第２,1,昭和63,無,２人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中幸町一丁目,2,昭和61,無,２人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中新町一丁目,2,昭和58,無,２人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中新町一丁目第２,1,昭和63,無,２人以上
令和7年5月,世帯向（一般募集住宅）,府中市,府中栄町二丁目第２,2,平成7,有,４人以上
令和7年5月,若年夫婦・子育て世帯向（定期使用住宅）,府中市,府中武蔵台二丁目第２,1,平成7,有,２人以上
令和7年5月,世帯向（一般募集住宅）,日野市,日野三沢,1,昭和46,無,単身
令和7年5月,世帯向（一般募集住宅）,昭島市,拝島町三丁目,2,平成20,有,２人以上
令和7年5月,世帯向（一般募集住宅）,昭島市,拝島町三丁目,2,平成20,有,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,久米川一丁目,2,平成4,無,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,廻田町三丁目,2,平成4,無,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,東村山富士見町二丁目,3,平成5,有,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,東村山栄町三丁目,1,昭和63,有,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,東村山栄町二丁目第３,2,昭和62,無,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,東村山栄町二丁目第４,1,昭和62,有,２人以上
令和7年5月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,東村山栄町二丁目第４,1,昭和62,有,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,東村山萩山町一丁目,1,昭和60,無,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,東村山萩山町三丁目,7,昭和58,無,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,秋津町五丁目,2,昭和56,無,２人以上
令和7年5月,世帯向（一般募集住宅）,東村山市,美住町一丁目,4,昭和60,無,２人以上
令和7年5月,世帯向（一般募集住宅）,板橋区,前野町五丁目,2,昭和48,無,２人以上
令和7年5月,世帯向（一般募集住宅）,板橋区,前野町四丁目第２,1,昭和48,有,２人以上
令和7年5月,世帯向（一般募集住宅）,板橋区,坂下一丁目第２,2,昭和47,有,２人以上
令和7年5月,世帯向（一般募集住宅）,板橋区,大谷口北町第２,4,平成4,無,３人以上
令和7年5月,世帯向（一般募集住宅）,武蔵野市,吉祥寺北町四丁目第２,1,昭和52,無,２人以上
令和7年5月,世帯向（一般募集住宅）,武蔵野市,境五丁目,1,昭和57,無,２人以上
令和7年5月,世帯向（一般募集住宅）,江戸川区,小松川一丁目第３,1,昭和63,有,３人以上
令和7年5月,世帯向（一般募集住宅）,江戸川区,江戸川五丁目,3,昭和44,有,２人以上
令和7年5月,若年夫婦・子育て世帯向（定期使用住宅）,江東区,東砂二丁目第２,9,平成30,有,３人以上
令和7年5月,世帯向（一般募集住宅）,江東区,東雲一丁目,2,昭和44,有,２人以上
令和7年5月,若年夫婦・子育て世帯向（定期使用住宅）,江東区,東雲二丁目,2,昭和50,有,２人以上
令和7年5月,世帯向（一般募集住宅）,江東区,枝川一丁目第３,2,平成11,有,２人以上
令和7年5月,世帯向（一般募集住宅）,江東区,枝川一丁目第３,1,平成11,有,５人以上
令和7年5月,世帯向（一般募集住宅）,江東区,豊洲一丁目,1,昭和46,有,２人以上
令和7年5月,世帯向（一般募集住宅）,清瀬市,松山二丁目,1,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘三丁目第２,1,平成7,有,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,森野五丁目,2,平成4,無,２人以上
令和7年5月,若年夫婦・子育て世帯向（定期使用住宅）,町田市,玉川学園三丁目,1,平成5,無,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,町田金森一丁目,1,平成3,無,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,町田金森第２,2,昭和52,無,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,金森第１０,3,平成7,有,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,金森第３,3,昭和54,無,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,金森第４,2,昭和58,有,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,金森第７,2,昭和60,無,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,金森第８,1,平成5,無,２人以上
令和7年5月,世帯向（一般募集住宅）,町田市,高ケ坂,3,平成8,有,２人以上
令和7年5月,世帯向（一般募集住宅）,立川市,上砂町一丁目,3,平成5,有,２人以上
令和7年5月,世帯向（一般募集住宅）,立川市,立川富士見町四丁目,2,平成6,無,２人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,桜台六丁目第２,2,昭和62,無,３人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,石神井町八丁目,1,昭和61,無,３人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,練馬関町一丁目第２,3,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,練馬関町北三丁目第２,2,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,練馬関町北三丁目第３,1,昭和60,無,２人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,練馬関町北三丁目第４,1,昭和62,無,３人以上
令和7年5月,世帯向（一般募集住宅）,練馬区,練馬関町北四丁目第４,1,平成9,無,３人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第３,1,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第６,3,昭和58,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第６,2,昭和58,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第２,2,昭和60,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第４,1,平成6,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,東堀切一丁目第２,2,平成6,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,東金町二丁目,1,昭和63,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,東金町二丁目第２,1,昭和63,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,東金町二丁目第２,2,昭和63,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,東金町二丁目第５,4,平成2,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,東金町五丁目第２,1,昭和56,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,柴又六丁目第３,2,平成3,無,３人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,白鳥三丁目第２,2,昭和57,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,白鳥四丁目,1,昭和58,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,白鳥四丁目,2,昭和58,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,葛飾新宿一丁目,2,昭和52,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１４,2,昭和61,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１９,1,昭和61,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第５,1,昭和56,無,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第７,1,昭和58,有,２人以上
令和7年5月,世帯向（一般募集住宅）,葛飾区,鎌倉二丁目第３,1,昭和54,有,２人以上
令和7年5月,世帯向（一般募集住宅）,調布市,調布富士見町四丁目,1,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,調布市,調布富士見町四丁目第２,1,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,調布市,調布富士見町四丁目第２,1,昭和55,無,２人以上
令和7年5月,世帯向（一般募集住宅）,調布市,調布深大寺町第２,1,昭和56,無,３人以上
令和7年5月,世帯向（一般募集住宅）,足立区,五反野北町,1,昭和62,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,六月町,2,昭和46,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,千住元町,1,昭和44,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,宮城一丁目,4,平成24,有,４人以上
令和7年5月,世帯向（一般募集住宅）,足立区,島根四丁目第２,1,昭和56,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,扇一丁目第２,2,昭和60,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,扇一丁目第２,1,昭和60,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,扇一丁目第４,3,平成28,有,３人以上
令和7年5月,世帯向（一般募集住宅）,足立区,扇三丁目,2,昭和57,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,梅田三丁目,1,昭和54,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,梅田八丁目,1,平成23,有,３人以上
